id	PYContributionsGrantsAmt	CYContributionsGrantsAmt	TotalContributionsAmt	ContributionsGiftsGrantsEtcAmt	PYInvestmentIncomeAmt	CYInvestmentIncomeAmt
201501639349300705		0	0		171	376
201541249349300209		0				0
201531039349100423						
201520719349200622			RESTRICTED	27811		
201520739349200202			RESTRICTED	61788		
201521339349304072	94545	119134	119134		1725	761
201532459349300243	7912	29490	29490		292	305
201512749349300131	287809	296346	296346		0	11936
201542249349302369	0	0			64827	62831
201500129349200600				17350		
201500129349200605						
201531479349300638	2147489	2892309	2892309		118	142
201500129349200635				24958		
201521899349300817	167123	543602	543602		578	810
201521359349202692				789		
201541339349305779	2396207	2597264	2597264		2195	4084
201521489349100512						
201500129349200785				1440		
201500129349200790			RESTRICTED	47147		
201521359349303312	106250	58325	58325		18	3
201512299349300871	13895	14043	14043		464	2772
201501349349301540		0			2	3
201502299349302440	8915	14665	14665		2	1
201512229349301696	109410	159290	159290		1881	530
201510759349100611						
201531349349204513				3900		
201500149349200870				2126		
201512269349302906	1690	2620	2620		23	16
201512719349300916	542065	62153	62153		133	26
201502479349300400	3725	710	710		4	-57474
201511709349300341	991123	1073203	1073203		1027	4409
201500149349200950				10281		
201520099349200002			RESTRICTED	72502		
201520269349301102		0			35	0
201520099349200112			RESTRICTED	54459		
201542119349301069	935797	960471	960471		2642	857482
201501949349100015						
201530969349100808			400000			
201520099349200222				19052		
201522089349200202				0		
201501609349300015	272044	363208	363208		3099	1598
201512099349200301				11565		
201520099349200322				8062		
201500889349100250						
201520139349200607				16303		
201511339349300241	5020000	63784408	63784408		50050	166247
201521329349100617						
201510139349200331				13122		
201531829349300308	1897824	9255571	9255571		4399	2925
201522029349200007				3750		
201542259349200639				9192		
201530129349300908	74166	56903	56903		25719	33596
201521749349300217	68115	54211	54211		323	404
201510709349300836	62698	7091	7091			0
201531359349101213						
201541769349300004	38200	29757	29757		61009	40243
201530899349200218			RESTRICTED	32296		
201522179349300917	335900	235984	235984		5596	5550
201521969349301777	146788	104508	104508		0	0
201530129349301058	38834	265	265		96	88
201500149349300320	62385	44916	44916		11	130
201522299349302677	1446136	1133931	1133931		144492	448090
201541249349301034	4162454	6824012	6824012			0
201512749349300511	0	0			39391	39424
201521779349300717		0			51807	34752
201520769349200412				37839		
201501309349100705						
201540899349300414	382531	178756	178756		-3698	-1397
201541959349200329				460		
201541319349201229				3795		
201531359349307093	201896	234400	234400		16	15
201502259349302470	281531	317224	317224		3156	4906
201512019349200536				8743		
201541339349101919			4202920			
201501899349300245		0	0		170	188
201522049349300317	487414	615169	615169		9	100
201521359349308242	2232035	1497047	1497047		3704	427
201510099349301171	108166	105225	105225		43709	103
201542269349201359			RESTRICTED	48494		
201512279349200626				4457		
201510099349301276	4533784	6080310	6080310		20439	3235
201532239349200438				4475		
201540439349300509	83	0			7803	23
201500129349301285	13014	8442	8442		-1209	-499086
201510979349200006				250		
201502269349301705		406647	406647			2086
201500129349301320	4685763	4517687	4517687		3507	3372
201541359349307914	49190	86552	86552			-2208
201541279349301524	47433	26017	26017		1028	0
201541359349302444	103062	157593	157593		0	0
201542099349100704						
201511769349200346						
201531269349301418	7956	28278	28278		0	0
201510149349100201						
201511889349100001			221550			
201500129349100110						
201510129349300411	0	0			1733	1886
201521669349200712						
201510729349200426				710		
201510129349300501	1915275	2447584	2447584		183229	632188
201531319349202253				45193		
201522119349300412		19787	19787			50
201522169349200122				6633		
201501409349100700			292888			
201542319349200009				33744		
201522029349300147	1427693	1467486	1467486		27544	29688
201531969349301408		0			10	3
201522299349301612	2000	750	750			0
201512259349100001			8099			
201531329349101573						
201520129349200307				1000		
201501319349101390						
201541809349300139	2165493	2417600	2417600		428	432
201510159349300006	86346	195082	195082		34	60
201531339349102633						
201502259349100525						
201512539349300226	0	0			0	0
201541839349300129	80436	71017	71017		112	71
201510969349300881	351248	427017	427017		370	6680
201510159349300201	302989	826153	826153		0	0
201510159349300216	1534363	1271553	1271553		74217	67255
201511349349102601						
201500989349300045	297487	356741	356741		-561	131
201531259349200718						
201510569349300416	7676	0			0	0
201521039349301202	15851	25015	25015		9175	8055
201502149349200055				79235		
201522249349201387						
201531749349300118		0			66553	90528
201501039349200700				320		
201541339349203674						
201510129349301346	18678	214872	214872		381	113
201522309349200232				26226		
201521389349300962	29057	27867	27867		6603	0
201501949349300030	404044	383272	383272		19725	20339
201521619349300642		0			280345	387644
201501189349100220			100751			
201541429349300224	1767141	1880928	1880928			0
201521329349202902				94894		
201530489349200033				44657		
201501139349300015	800914	617635	617635			0
201502109349100850						
201531269349101253						
201531149349300403	394239	713711	713711		113480	186122
201510139349200606				11680		
201501959349100015						
201531219349301223	229125	232727	232727		40270	136627
201511839349100901						
201512469349300016	31000	0			0	0
201510139349200711			RESTRICTED	52815		
201531889349300433	0	0			23757	24442
201540139349200514			RESTRICTED	27472		
201510559349100001			1000000			
201511409349100116						
201511059349200721				475		
201521499349200117						
201520449349302242	246342	184925	184925		75	57
201500099349200900						
201532059349300833	0	0			3968	9455
201520129349301482	0	0			92	0
201541339349301359	132722	106758	106758			0
201501339349202260				24060		
201512299349304086	4114507	3227313	3227313		365412	399942
201541489349300434	56593	284552	284552		343433	513608
201522219349300312	52938	105228	105228		131	-25
201520159349300227		0			1039	1300
201522059349200017			RESTRICTED	60026		
201542269349303079	0	0			113	68
201531419349300128		0	0		4929	491
201511919349300026		81677	81677			0
201511179349300441	0	0			4392	113
201530129349301328						
201530129349301338	0	0			1107	1173
201500099349201050				3000		
201541529349200339			RESTRICTED	11606		
201542199349100304			997000			
201521359349302897	85266	164696	164696		8	6
201541669349200524						
201502469349100415						
201532229349301778	155400	232086	232086		6082	3088
201501949349300220	1104271	1393161	1393161		83	35
201521969349300102	356135	341294	341294		247	234
201531409349100118						
201512249349301591		0			733	90
201522249349300207		0			752	772
201501479349300000		0	0			0
201531349349308773	5425	4672	4672		1671	975
201510769349300536	14501	19825	19825		132	67
201542089349200244			RESTRICTED	95225		
201510149349300336	40129	1172	1172			0
201500129349300865	0	20	20		0	0
201500129349300870	1570509	2059913	2059913		221913	366441
201502329349200820						
201500129349300905	1433205	1219931	1219931		58	26
201531359349305753	456039	515330	515330		5576	33000
201541349349203304						
201512299349202181				4142		
201541129349300229		227462	227462			0
201540979349300704	864350	789939	789939		218	250
201500129349300955	281559	291033	291033		495	289
201521889349200617				675		
201522369349200502			RESTRICTED	10750		
201542719349300449		0			5	5
201540149349300144	1383648	1639051	1639051		492	255
201511369349201001				33333		
201541359349305404	1175216	1581201	1581201		5619	6855
201531349349307028		0			214035	223720
201501359349305155	867243	1066412	1066412		-5745	1119
201500129349300015	17200	0				0
201541969349200244				3528		
201502039349100415			98518			
201542239349201014				15000		
201511149349300741	1491650	1619328	1619328		1252290	1625166
201531349349203748						
201540359349300139	0	0			1351	1373
201540099349300039	51927	40274	40274		189	239
201511599349200736						
201521319349301747	2857264	2579261	2579261		1605	606
201542169349301299	109324	71239	71239			0
201522179349300942	2962847	3107015	3107015		1392	1814
201541349349101549						
201512469349100116						
201542439349100064			4216680			
201531399349100708						
201510129349301451	11592	14594	14594			0
201510129349301461	2386334	2841472	2841472		181149	161351
201541339349203504				0		
201541559349100004						
201511349349304506	0	0			0	0
201520129349300787	180775	270251	270251		6003	13347
201511679349300801	717033	599721	599721		476	759
201520129349300807	57319	57979	57979		208	128
201531319349200828				2214		
201520129349300827	802	463	463		56946	68423
201520129349301502	76543	82830	82830		69669	94549
201521539349200102						
201520129349301522	583584	666481	666481		13021	6468
201520129349301557	2123213	1818212	1818212		1781	9024
201501599349100650			30000			
201512109349300931		0			1454	1506
201541289349302479	162460	267269	267269			0
201520159349300142	153118	141115	141115		44	19
201520159349300207	217957	53316	53316		543	619
201501009349300615	0	0			129	149
201531269349300968		0	0		13	51
201541339349203299			RESTRICTED	19500		
201532399349200108				14045		
201501359349202275				5400		
201532109349300848	23911	14374	14374		30791	52028
201520159349300317	1345870	1375147	1375147		-1183	-15166
201541349349307209	4439171	2144555	2144555		10112	8578
201530129349301208	105582	271240	271240		0	0
201512269349300811	248848	386437	386437			0
201531549349300533		0			36480	41485
201530159349300418	0	0			0	0
201531359349308128	220873	244756	244756		413	222
201510209349300141	7000	20163	20163			0
201520979349200507				745		
201521359349100122						
201502199349301655		0			16739	9599
201511619349200456			RESTRICTED	5000		
201500119349200400				22255		
201531349349103008						
201501269349100950						
201510099349200101				7429		
201502289349200500				0		
201522339349300817		191039	191039			0
201511369349300911	110998	40399	40399			3
201530729349200108						
201520159349200527			RESTRICTED	7526		
201531319349302463	1918797	2322446	2322446		159221	215207
201520159349200542			RESTRICTED	111102		
201541329349102394						
201542169349200859				8935		
201520159349200707						
201520159349200717			RESTRICTED	58064		
201520709349200137				29219		
201530789349300138	4064083	11735402	11735402		405127	174224
201542039349200409				12025		
201521329349302622	305537	559447	559447		0	0
201500139349301565	279654	271607	271607		4263	14048
201541359349101324			20000			
201512519349300606		769292	769292			0
201521679349300322	56767	64938	64938		664	451
201511039349200206				72728		
201510159349301256		0			47	36
201500129349200710			RESTRICTED	87961		
201522119349200322			RESTRICTED	161106		
201500979349200115			RESTRICTED	27166		
201502389349300025	433176	524772	524772		22	19
201520159349300447		0	0			0
201541359349301044	0	0			926145	0
201522039349301162	253499228	381125801	381125801		-428931	3123911
201512109349200006				25757		
201520159349300612	0	0			29653	34577
201502049349301305	83200	273722	273722			0
201520159349300812		8522	8522			0
201531349349100813						
201531359349302798		49180	49180			1548
201530919349200408			RESTRICTED	93287		
201512299349304686	1579	4687	4687			0
201521969349100707						
201510099349200116				0		
201512259349202386			RESTRICTED	74725		
201531579349300203	146050	163533	163533		673	601
201511339349102641			10000			
201500689349300545		0				0
201521949349200907				7962		
201501969349100600						
201530149349300323	1163813	824164	824164			0
201541259349201324				20889		
201502539349200750				2000		
201540149349300724	363495	463664	463664		7051	19
201512399349300726		0				0
201540759349301279	29366	10110	10110		133	52
201542389349300544		0	0			0
201531959349200503			RESTRICTED	128399		
201521969349300302	196344	179725	179725		84	114
201522299349201882				6280		
201540149349300909	322331	329672	329672		1478	1927
201510539349300001	169207	328936	328936		0	0
201541039349300119		0				0
201540149349301009						
201541349349308779	0	0	0		0	0
201542269349303004	274422	914116	914116		0	0
201531319349101313						
201501709349300640	457157	736971	736971		168762	164606
201531279349100608						
201522239349100522						
201521069349300527	69212	93338	93338		17482	22389
201512259349302206	1560	1895	1895		2	1
201532319349300813	747288	807493	807493		502	634
201501359349301275	196203	415690	415690		2616	813
201500439349301110	23571	25957	25957		3	3
201531269349100338						
201522199349301407	430455	521405	521405			0
201521329349102287						
201520349349300142	210500	272000	272000		0	0
201530729349200033						
201531339349100148						
201510099349301061		0			68017	10844
201522299349200427				3750		
201512299349302771	1612973	1353634	1353634		10	11
201531219349300738		0			17	0
201502169349200750			RESTRICTED	10199		
201531179349200613						
201512299349100746						
201511129349101226						
201502749349101150						
201511329349102151						
201521969349300707	26802018	30589333	30589333		-12484	6688
201531329349303443	4000	503180	503180		0	0
201531359349205173						
201511699349200016						
201541319349101694						
201501559349200725						
201502299349303680	343	290	290			0
201532119349200418				7205		
201520149349301232		0			27513	47246
201512239349301076	2474	5780	5780		57	38
201541359349203374				0		
201511329349102126						
201521349349302462	56473	72759	72759			0
201500759349200850						
201522259349100437						
201521829349200732				97598		
201530129349300013	69292	67547	67547		64457	39217
201511419349200016				6320		
201542249349201474				60560		
201531919349300223	19719	0			4	6
201541259349301319	386100	123047	123047		77	90
201541339349300824	224774	256305	256305		7867	4305
201530129349300108	138675	71774	71774		0	0
201530129349300113	20552	76980	76980		-6122	1985
201522119349300447	0	75375	75375		0	18
201530149349301228	101956	78101	78101		19	25
201521679349300232	762580	549018	549018		252	82
201530129349300643	366772	379823	379823		113	227
201541329349304514	141688	93980	93980		3072	331
201511959349200026				30728		
201521349349101747			100000			
201521319349303127	338420	223945	223945			0
201501359349305665	110539	118171	118171		66892	66663
201540359349300734	1779	220	220		1458	464
201512329349200421				47417		
201521339349303832	0	0			1	0
201530129349300803	1636705	1414847	1414847		620852	1330924
201510559349300481	1303599	1785219	1785219		22695	8157
201502269349303910		0	0			0
201522179349200822						
201522269349201892				14518		
201510099349200211				6063		
201502229349301800	109752	121216	121216		-626	-45764
201510099349200231						
201511049349301136	582650	518824	518824		1351	853
201510099349200311				11643		
201510099349200321				9182		
201510099349200336			RESTRICTED	190192		
201520429349302027	0	0			40	57
201521349349200952			RESTRICTED	78329		
201511199349300021	3175557	3919855	3919855		-1786	0
201531279349200148						
201522239349100727						
201531289349100508						
201500159349200635						
201521329349101332			32500			
201512379349300901	9010	8237	8237		519	277
201530379349301203	261220	276502	276502		4138	4405
201531339349202658						
201530439349300338	2706935	464512	464512		1232	4892
201520129349200222				33226		
201532169349301183	49106	68985	68985		5257	38240
201541639349300214	319553	312451	312451		296	211
201532379349300723	0	0			193	99
201541809349300544	561581	517931	517931			0
201511619349100306						
201502529349100320						
201542259349303709	12219	4512807	4512807		8869	11992
201542689349300219	508997	565581	565581		1713	143
201501289349300320	416146	383665	383665		4960697	5143180
201532389349100203						
201502109349301400	109261	268611	268611		3557	5030
201531529349200233						
201511699349200041			RESTRICTED			
201502259349301330	22596	56355	56355			100
201531349349306663	11798886	11913646	11913646			0
201500149349200955						
201521329349201707				19946		
201520099349200102				32312		
201530139349300103	0	0			309303	271100
201512279349300126	19332	19185	19185		785	1437
201521349349301497	65147	63584	63584		260	226
201532649349300008		0	0		235	171
201512099349300706	3355441	3457080	3457080		4586269	5913694
201521329349200022				161029		
201531349349102563						
201522269349301657	0	0	RESTRICTED		0	0
201521359349306522	160329	180988	180988		1056	952
201501639349300400	546011	631820	631820		227	325
201500439349301925	0	0			0	0
201531269349200543			RESTRICTED			
201500499349200105				48282		
201530089349200058				9961		
201530089349200103				15820		
201530089349200153			RESTRICTED	0		
201540929349100769						
201512179349300421	9212	15990	15990		191	76
201502019349300950	256	24916	24916		43	2
201530089349200358			RESTRICTED	69689		
201512019349300801	2363994	2510326	2510326		281888	637231
201512259349200431				2595		
201522299349303897	185971	563776	563776			0
201540649349200204				50674		
201540089349200304				0		
201532259349303083	167651	214509	214509		2841	543
201522649349200272				505		
201510779349100406						
201502249349301205	1387080	1339080	1339080		1330	1962
201530129349200773				34467		
201530299349300043	3231343	4302231	4302231		495016	380908
201541319349200309						
201502029349300745	328722	156137	156137		162	150
201530339349300303	923932	656713	656713		282	590
201511269349100516			60000			
201501359349202195						
201502189349200700				145175		
201530129349201003			RESTRICTED	16642		
201501819349301400						
201531329349300213		0			3796	2236
201532299349201243				8108		
201511339349305841	321313	353181	353181		0	0
201500129349301425	389608	442959	442959		552128	330187
201502289349200615						
201512249349303036		0			85	47
201500129349301455	5683695	4676631	4676631		1038	3973
201522089349300722	0	0			220503	306783
201501359349201240				124584		
201500129349301470	0	0			42340	97304
201500129349301485	1107480	856465	856465		420576	46968
201501679349300620	34789	0	0		128549	70142
201500129349301500	4190818	4322641	4322641		0	0
201532169349300733	345228	310411	310411		4043	2660
201532259349201273			RESTRICTED	31165		
201501389349200325						
201511339349306001	6821900	2663632	2663632		47619	95283
201532659349300008	152886	148850	148850		92	127
201500129349301580	98541	50002	50002		1141	1206
201502389349300230	32000	2049	2049		221	121
201500129349301660	58487	168149	168149		460493	328822
201522269349302247		0	0			0
201531349349306043	715632	1111368	1111368		-1029	480
201510129349300026	707302	421288	421288		153159	235656
201510129349300031	5005512	1946548	1946548		1053873	483995
201522309349200617			RESTRICTED	29947		
201522279349200852				4500		
201511809349300806	0	268241	268241		76274	77378
201531409349200763						
201501209349100205						
201542299349100704						
201540159349301254	416	608	608		699	305
201501339349102055			140000			
201542169349200409			RESTRICTED	161145		
201522179349300982		0			8	15
201530359349200623						
201540159349301279	1476390	1332238	1332238		29	11
201540159349301284	674485	729991	729991			2
201540159349301289	117178	233386	233386		0	0
201502179349100515			2000			
201512369349200516				2629		
201501349349100820						
201541319349100029						
201541599349300109	35014	49611	49611		1	1
201541339349301989	54080	50350	50350		21225	28502
201540479349301504	4114351	7078751	7078751		338987	488015
201531329349302538	249798	240014	240014			-5201
201510149349300801	94734	39228	39228		10	0
201542269349302449	3168483	3303523	3303523		1109678	848999
201521809349200202			RESTRICTED	91329		
201501269349200135				0		
201522259349200302				38367		
201510149349300911	7685169	6896419	6896419		79706	39483
201510689349300336	62971	48980	48980		5197	8179
201541409349300519	0	0			7090	-2069
201510149349300931	86821	90453	90453		145	61
201521359349204102				43129		
201532059349100808						
201532029349300118	3659	379709	379709		21890	17180
201500549349200505				47337		
201520149349300207	78356	114104	114104		9992	25310
201520149349300212	4351	10850	10850		766	623
201542649349300194	5167	9236	9236		1461	2086
201500299349100850						
201502249349302435		0	0		773	589
201502199349200700				77436		
201542269349304169	34462	71890	71890		0	6
201531339349101848			100000			
201500139349301035	33755	50755	50755			0
201500139349301100	15860	48422	48422		12745	23212
201541949349100419						
201512459349200031				2497		
201541349349102669			74613			
201500279349300850	450	100	100		27	25
201532289349100003			40000			
201531199349301203	642971	1040795	1040795		1139	1158
201522719349300452	27020	22770	22770			0
201521349349200127			RESTRICTED	22556		
201531899349300603		0			7485	14279
201500139349301255	409175	393312	393312		13004	28916
201500139349301265	601107	468870	468870		67	24
201540759349200509				525		
201520369349301222		150	150			0
201541479349200124						
201541349349308284	606120	697237	697237		223	141
201541879349200324				137674		
201541739349300009	6327	6335	6335			0
201502189349201205				27105		
201542089349200029				654		
201541599349300129	1947923	1684015	1684015		428563	94277
201520129349300802	7500	0			17	12
201511049349300241	88103	123137	123137		125	86
201500099349300010		0			1222	977
201502529349300800	159396	68642	68642		770	1044
201500099349300205	19567	13976	13976		226	1059
201511339349202831			RESTRICTED	54619		
201541259349301204	128511	94791	94791		16	10
201531599349200708						
201522249349201517				121422		
201501349349204915				130446		
201510479349100606						
201511249349100411						
201502189349301285	303665	358942	358942		1978	1823
201542469349300004	20000	30000	30000		0	0
201511949349200311				62055		
201521699349300532		276121	276121			363
201531609349300128	167476	162072	162072		504	484
201502259349201980				105262		
201512679349100601						
201541349349202129			RESTRICTED	128885		
201521679349200627				3000		
201531359349305508	996461	853598	853598		14	37
201540499349200004				163082		
201520339349300852	5235376	5190118	5190118		3032	7754
201500099349300525	109804	71132	71132		18834	45466
201532249349303208	101829	1720	1720		41634	28585
201541879349300944	53644487	55656679	55656679		522984	483658
201502089349200600			RESTRICTED			
201500139349301030	2612	20501	20501		0	0
201500689349300315		0	0		15131	29824
201500139349301120	198258	201376	201376		21705	5753
201501249349101200						
201540129349301489	0	0			390052	5567965
201540129349301519		0	0		14	3
201541249349301459	961462	1060168	1060168		680	562
201500749349300200	217765	220834	220834		58	36
201532449349300543	4993	4263	4263		1437	6992
201510129349300716	831	669	669		12	11
201532099349200633			RESTRICTED	119239		
201522299349200627				42784		
201521269349200867						
201512059349100101						
201510149349301116	920	282	282		1243	966
201502519349100260						
201530149349301558	16157	148830	148830		1414992	544043
201511359349200546				27987		
201500469349100600						
201501339349203330						
201530429349200548				20316		
201522259349201822						
201512269349300621	18713	8212	8212		49419	97245
201511839349200816				10625		
201521339349300532	16719733	7506981	7506981		257406	899803
201510149349301401	1207358	1382234	1382234		451	671
201512129349300546	226377	212192	212192		384	77
201542229349301504	686962	475896	475896		-4405	397
201531699349300223	627	0	0		26	10
201520129349301312	249023	248705	248705		729	777
201502749349200610						
201532269349200043				58535		
201532249349200343			RESTRICTED	24343		
201501079349300805		0			24	3
201532739349200013			RESTRICTED	198307		
201520129349301367	8401559	9529394	9529394		10256	44429
201541329349304004	215183	213792	213792		1800901	2617304
201520129349301422	237593	355153	355153			-32500
201521889349300832	148696	826311	826311		27761	40794
201520129349301452		0			271	362
201520129349301462	9310167	11214850	11214850		3385995	4496370
201541629349200214				722		
201511359349201401				17065		
201520129349301492	196697	191121	191121		12	9
201502249349303105	106441	102139	102139		3088	1375
201530129349301253	426525	426262	426262		15	14
201511689349200516			RESTRICTED	102444		
201522299349202792			RESTRICTED	132490		
201512709349200351				10625		
201502169349300210	337355	340141	340141			0
201520729349300222	119287	142908	142908		0	0
201530129349301303	66160	34503	34503		20658	32120
201530129349301308	4716004	4613200	4613200		0	0
201532449349200103				5		
201531349349200433			RESTRICTED	27789		
201530129349301333	94203	93498	93498		116	108
201520369349300717	1557059	1667936	1667936		8458	6646
201511339349202231			RESTRICTED	61670		
201541349349305434	254958	272722	272722		16267	-95911
201531419349300523	1477577	1763000	1763000		1308602	999530
201541339349202624				50724		
201521339349302342	78061	57010	57010		4188	4745
201521479349300007	236271	233583	233583		114	107
201541349349308909	150425	125000	125000		3176	3203
201512179349300021	240	80350	80350		0	0
201540129349301554	1696802	278597	278597		84	-1128
201541719349300404	263488	241000	241000		578	379
201540159349301179	4225	7435	7435		651318	104299
201502299349201905				13491		
201541009349300644		0				0
201521349349304192	0	58943	58943		0	8782
201532299349303733	564004	558510	558510		287	310
201502169349200850				3000		
201500139349200015				102641		
201541349349308309	2198640	3597686	3597686		60010	80954
201531349349300813	0	0			66935	46948
201541979349200804			RESTRICTED	45904		
201530389349300003	54462	173027	173027		5442	2649
201500159349200950				520		
201502189349200860				56073		
201540759349300114		0				0
201502479349100110						
201521339349200612			RESTRICTED	25000		
201541359349203909			RESTRICTED	9550		
201521319349202302						
201520989349100117			100000			
201511339349304141		0				0
201530709349300938	2720	1610	1610			0
201520129349200637				275		
201502379349300140	1237378	2005902	2005902		89879	76902
201522269349302582		0			172007	57101
201502109349200130						
201520129349200772			RESTRICTED	74972		
201521409349300727	152837	29125	29125		91783	51051
201500879349200510				0		
201522219349200602				50620		
201520089349200107				12757		
201521619349200127						
201530129349200758				7314		
201540159349200004						
201501969349200005						
201540159349200104				9727		
201502299349302610	446992	407948	407948			0
201531329349102378						
201540159349200309						
201530149349300538	488956	474180	474180			0
201521339349202707				3250		
201511369349201051				1086		
201510719349100751			181000			
201502269349303630	22557	180652	180652		187754	150519
201500669349100400						
201530149349300618	906	2000	2000		138	96
201531279349200228				0		
201522049349301142	247300	254050	254050		1171	4301
201531389349200033				69956		
201541639349100304			1081950			
201522239349301132		41053	41053			1
201521319349102357						
201522299349304012	1972749	1694956	1694956		479	303
201522299349303157	142380	381613	381613		431	526
201511359349204781				35287		
201502519349300365	94650	84694	84694		19	0
201521349349305182	10300	10660	10660		255712	325838
201522029349300802	153591	156654	156654		14	21
201541349349102459						
201522269349100642						
201500989349200710				102246		
201502659349200205			RESTRICTED	31943		
201542019349200134			RESTRICTED	39209		
201512249349301911	423569	466732	466732		6	42
201512269349304161	588410	361989	361989		0	0
201501769349300120	1069580	1222319	1222319		458	581
201522439349200402				128		
201541339349203179			RESTRICTED	14167		
201500549349200420				16315		
201521539349300332	2248551	2134946	2134946		4245	4378
201531349349300128	7583811	20355636	20355636		1348	1009
201512169349301236	104978	144138	144138			0
201521269349301732	4849260	4259264	4259264		445	474
201531669349200638			RESTRICTED	116140		
201530149349301018	509309	662719	662719		3348	5042
201531279349100533			635600			
201522659349200322						
201510629349200421			RESTRICTED	110575		
201511359349304031	0	13830	13830		455	495
201511339349301406	2613492	4140264	4140264		2513	1520
201502249349302875	2528815	2094970	2094970			0
201541189349200329			RESTRICTED	95364		
201530129349301458	27404612	29604074	29604074		93812	382726
201530129349301463		11108	11108		32954	71533
201511959349301176	427366	489333	489333		26	2261
201530159349300403	161100	811000	811000		5985	1431
201511339349201801			RESTRICTED	177799		
201541529349300734	12580	22150	22150		984	1053
201501329349101505						
201540159349301379	219466	243061	243061		8649	416
201540159349301384	1289998	736169	736169		391	340
201540159349301389	853700	886936	886936		63	58
201540159349301394	5600055	6119880	6119880		10323	64065
201540159349301404	79052	66885	66885		15917	15015
201500739349200110				21430		
201541699349300029	1574873	1530030	1530030		264	1691
201541339349303749	3549475	3373938	3373938		994272	1684909
201511349349203401				14363		
201512039349301156	370000	1300000	1300000			60
201532389349300528	0	0			1747	1845
201540159349301529	80274	120741	120741		5	22
201532239349301093	2626	1537	1537		-76606	3684
201541559349300039	695458	854767	854767		0	1684
201541289349100349			20000			
201540159349301619	17341	18559	18559		96	67
201522409349300807		0			44654	59388
201511039349200606				38389		
201531339349301618	90848	57257	57257		34	33
201512239349301071	233714	231247	231247		40734	38518
201540159349200329				6741		
201540159349200334				21119		
201532259349201983				24375		
201542069349300604		0	0		30047	34710
201540489349301109	124331	135444	135444		7	5
201531319349303873		0				0
201510159349200411				13018		
201542049349200029				20206		
201510159349200426				1763		
201510159349200431			RESTRICTED	17221		
201530849349300418	624191	886971	886971		578	649
201511989349300636	953894	1062003	1062003		186526	238391
201510159349200446				4606		
201532719349200113						
201510619349300711		0			5	1
201541489349100514			30000			
201531019349100703						
201500419349301600	195730	305069	305069		480	1004
201540549349100109						
201541339349302009		0	0			9046
201520729349200247				51171		
201521689349300307	168523	187681	187681			0
201542239349300544	0	0			11372	31437
201500129349301750	219756	93784	93784		24	9
201512229349302206	45171	47027	47027		25	14
201541379349200554						
201500159349300005	18646	120954	120954			6
201521419349300622	405391	342948	342948		86	104
201500159349300015	0	0			54590	56465
201541269349300249	0	0			1346	246
201541669349200759				59446		
201521829349200217						
201541059349300419	16466	5048	5048			0
201502269349303505	1288404	1422337	1422337		10666	7867
201511319349201396			RESTRICTED	165310		
201521899349200602				846		
201540219349200004				8741		
201541349349304929	0	0	0		214	297498
201500139349300035	2176892	2605082	2605082		660697	857062
201532459349200418				166292		
201501779349200310			RESTRICTED	63883		
201541209349300524						
201511339349304906	345730	401605	401605			0
201542259349101059						
201530159349200213				31235		
201501819349300440	80505	82057	82057		18751	6478
201522739349300747		129561	129561			0
201531059349200703				12646		
201531339349302233	0	0			77	6
201531969349300513	525000	100000	100000		17194	9098
201511349349303056		0			15549	21426
201541559349100709			5000			
201510099349300701	8862	10186	10186		2949	3695
201510099349300706	37467	39246	39246			0
201531329349102398						
201511329349202081				350		
201521329349303027	2439	3413	3413		7	2
201541679349300614						
201542109349301009	495494	232127	232127			0
201501599349300240	181524	181910	181910		49	36
201510139349300616	0	0			108791	103790
201511359349202186			RESTRICTED	107405		
201520139349300122	829100	1060409	1060409		1170	750
201540789349200609			RESTRICTED	44411		
201512229349302246	93087	307508	307508			0
201540139349300504	810	1330	1330		18	17
201521359349100857			10000			
201501359349200640						
201540659349200404				120844		
201521599349200032				25197		
201520939349300217	412870	606742	606742		30681	692
201522269349302522	130340	443314	443314		35	423
201500139349200125				97152		
201522749349300967	22853	29337	29337		202470	288015
201511659349300301	25102	22685	22685		8167	10818
201541259349100929			20800			
201521599349300637	266441	351499	351499		111	88
201501339349303415	1328423	1289346	1289346		187428	206681
201500139349200230				5405		
201500139349200235			RESTRICTED	15947		
201531319349101333						
201521329349202972			RESTRICTED	13551		
201541989349200224				8724		
201541819349100314						
201542199349100204						
201521349349102942						
201532249349303318	274790	279633	279633			0
201532239349301918	19066	19618	19618		13897	20827
201512299349303446	1395	13073	13073		0	0
201521769349200127						
201542099349200334				620		
201521319349101237						
201500159349300815	30019	13815	13815		0	0
201541269349200534						
201512519349100151			46667			
201500159349300845	2356454	1063676	1063676		59443	31396
201521949349300202	40485	76539	76539		226935	25414
201541809349300509	154625	151828	151828		262	139
201541549349300784	0	0			23347	29431
201502229349100310						
201501329349102090						
201500159349301185	72825	1198	1198		8274	9640
201522299349303592		0	0			0
201532439349300428	92042	108957	108957		134	69
201522029349200322				9147		
201521689349300417		0	0		40234	20891
201520129349300322	78700	82700	82700		785	475
201531249349201208				982		
201500769349100105						
201512189349200346						
201520129349300402	25188722	27233110	27233110		9931	12053
201520129349300417	594077	600178	600178		393	32027
201521919349100612						
201521349349204247			RESTRICTED	87037		
201511779349300826	7762	7200	7200		4325	3390
201531499349300713		116207	116207			0
201542579349300019	27105	2857	2857		131089	152843
