id	PYContributionsGrantsAmt	CYContributionsGrantsAmt	TotalContributionsAmt	ContributionsGiftsGrantsEtcAmt	PYInvestmentIncomeAmt	CYInvestmentIncomeAmt
201541739349300119	159798	169425	169425		426	413
201501289349302430	105545	166125	166125		11	0
201540479349302214	211292	218597	218597		81	66
201520219349301202	7439441	5930840	5930840		577615	1015509
201542169349300004	1559239	1635078	1635078		11052	4137
201530229349300013	67275	62025	62025		16	23
201511909349300621	76857	49521	49521		51490	47430
201512269349300646	24420	28738	28738		4	5
201530229349300128	43384	52100	52100		34738	35191
201531329349304238	16645	3776	3776		737	993
201541359349308004	74099	67066	67066		5000	0
201521899349300122	0	0	0		10600	4168
201531249349300048	0	0			497	524
201541969349300319	25227	19765	19765		496	519
201522539349300537	271827	279240	279240		43504	10630
201500169349300340	569797	711240	711240		112	284
201541779349300249	307059	281041	281041		108	199
201511269349300246	129216	168417	168417		8000	0
201522729349300717	403640	400520	400520		1015	88
201500169349300225	270243	468255	468255		1529	2593
201522199349301287	2002211	1280865	1280865		380337	464043
201521359349310002	8957	7931	7931		5964	3381
201501339349304850	26183	30095	30095		4321	3340
201502109349300240	195000	55000	55000		14859	14446
201530239349300823	0	0			131	137
201512229349302261	68081	66905	66905		66908	114129
201541359349307014	327568	340302	340302		0	0
201512739349300406	95225	94782	94782		101	99
201502259349300020	573659	147036	147036		20426	16125
201530579349300413	912100	25005	25005		29596	47871
201500229349300315	0	0			1	0
201500229349300425	1451052	1451901	1451901		355	253
201510729349300901	142466	1167	1167		416	315
201500229349300760	1070620	1038615	1038615		3024	3462
201542129349301114	325092	322307	322307		1103	956
201500989349300125	421184	426627	426627		7	25
201540439349301549	56963	121524	121524		59	49
201541339349301984	202041	192710	192710		204603	252190
201511179349300621	23342	4679	4679		60	53
201541569349300709	0	0			0	0
201512469349300801	275351	191200	191200		1186	4637
201521319349303502	114906	139675	139675		145	101
201530789349300223	918800	733092	733092		22	-14610
201541609349300204	1000	9638	9638		219	50
201500169349300605	4223844	4262530	4262530		5160	-321
201500169349300700	28886	34765	34765		1525	1569
201502039349300600	235949	238735	238735		22	28
201500169349300715	3356481	3638764	3638764		1725	656
201532399349300233	34930	35159	35159		1174	6865
201500169349300745	73023	0			6	3
201501469349300300	504680	516544	516544		27727	5282
201500759349300440	1069298	1874050	1874050		91024	18881
201531959349301018	429499	622940	622940		475	612
201510229349300616	12500	30000	30000		0	1
201510229349300631	662965	526248	526248		154082	116325
201511989349300201	0	0			561	5375
201501359349302575	233818	59890	59890		878	5
201511889349300141	133720	66855	66855		0	32
201502169349300530	15573	48082	48082		315	325
201541959349300129	422050	569977	569977		5	58
201520229349300307	12999	606	606		959	0
201541359349302714	111917	121619	121619		8662	3209
201501539349300630	0	0			19085	1640
201530169349300008	589251	938029	938029		2	4
201521349349307947	1851390	1446607	1446607		3830	5498
201511829349300601	684915	672031	672031		5	3
201511319349301236	1100	18194	18194		18404	25307
201501959349300725	189490	222158	222158		0	0
201510229349301001	297354	313275	313275		66	61
201510229349301116	2992	1973	1973		1812	1512
201510229349301156	5733824	9269236	9269236		409348	518695
201511359349304461	192448	168294	168294		0	0
201530229349301158	0	0	0		341156	386448
201540579349300109	100000	75000	75000		-3826	-2507
201521059349300432	23367	4565	4565		260783	873594
201521359349302472	0	0			194	31
201501359349308905	200273	178910	178910		112426	171151
201510979349300001	0	0			0	0
201531349349306123	73530	105982	105982		118278	79268
201512319349300241	30170	9638	9638		610	207
201541339349302564	0	0			0	0
201541769349300439	3707861	3647022	3647022		193114	1071
201510379349301241	931885	1033713	1033713		28	54
201522409349300862	140964	48568	48568		561	431
201511359349305256	49039	24688	24688		0	0
201511179349300736	31103	31390	31390		330	164
201521569349300717	3579443	3778312	3778312		26448	26417
201520719349300927	141919	182887	182887		0	30322
201541329349302174	567433	512385	512385		280	236
201500479349300845	0	0	0		1008	1011
201531339349300948	8435458	12899207	12899207		42048	12417
201541259349301804	1027686	739789	739789		-2186	68
201540169349300234	2226108	2368318	2368318		1243	821
201540169349300304	4531491	2278536	2278536		2773	7712
201540169349300404	771774	762448	762448		4820	2759
201540169349300504	80082	78790	78790		-2311	635
201540169349300509	23042391	27978251	27978251		544	462
201532339349300428	75126	15822	15822		268	266
201511259349300226	196028	276933	276933		502	846
201510179349300501	3225	3098	3098		31	14
201510189349300101	0	0			103310	88682
201520169349300102	948438	1135301	1135301		33181	81982
201502099349300145	17448605	17718999	17718999		1625533	1952037
201521349349300232	577549	544842	544842		46678	44991
201532169349300243	135430	252361	252361		419	-966
201531889349301008	263113	69842	69842		58352	271234
201520169349300217	277269	281092	281092		67	42
201530429349301668	0	0			1359	2194
201531669349300008	0	0			258	185
201500179349300605	567104	375081	375081		20584	16714
201511289349301911	16384	4821	4821		12477	21250
201530229349300763	337626	11842	11842		3490	4
201542229349301904	0	0			29	41
201512299349301916	505760000	623872000	623872000		46901000	28910000
201501349349305025	8613547	13354831	13354831		970770	329617
201521349349303472	500	0			683584	995333
201531349349307903	123526	140228	140228		287	137
201531269349301033	0	0			1093	1106
201531349349300808	0	0			73	0
201502249349300240	209518	150831	150831		4	3
201501319349303185	10916	2380	2380		41002	47158
201511269349301046	24923	28795	28795		3174	421
201501749349300655	71732	52524	52524		139	151
201501289349302220	5100690	3221726	3221726		760176	754100
201531199349301253	0	0	0		9848	9356
201532099349301218	278784	292492	292492		816	-19490
201501619349300900	78596	87359	87359		541	614
201531359349304188	243787	340597	340597		11237	5025
201502179349300320	2762080	71348	71348		148828	198430
201502019349300140	0	0			34494	56368
201540129349301569	524951	670666	670666		2950	17936
201541359349305979	183584	212924	212924		81	151
201511339349304016	0	0			64	49
201531339349304313	0	0	0		0	0
201541609349300214	270141	134693	134693		4217	4437
201502449349300700	82599	69227	69227		223	138
201532249349301943	20416	41012	41012		45443	48765
201530229349301113	250900	241450	241450		96	104
201530229349301118	802664	792134	792134		215	118
201542119349301089	294366	303372	303372		2605	1297
201530229349301253	37046	45159	45159		150	204
201530169349300613	2035508	2292322	2292322		76156	148662
201511359349303091	127952	53823	53823		252710	548623
201540169349300934	853714	898048	898048		11717	14309
201531349349304148	10697633	10654537	10654537		-270016	372917
201541669349301604	14533	34163	34163		15686	9641
201511549349300766	14315	5692	5692		6859	12640
201511349349303141	3986	12714	12714		63	24
201530299349300943	3243317	2961229	2961229		10108	4139
201540179349300409	174912	220028	220028		62304	60
201512259349302056	138331	122783	122783		1350	1972
201510229349300761	173414	201144	201144		3812	3572
201532129349301108	897562	6315753	6315753		1216794	1069620
201512129349300536	301812	378540	378540		1728	2291
201530439349300903	1556835	1673697	1673697		627	595
201511339349302846	0	0			68	56
201520229349300722	4081919	4036237	4036237		5043	17544
201500299349300735	317898	217111	217111		2390	2135
201500859349300320	102521	104107	104107		129	103
201510169349300741	153006	53769	53769		8548	1
201511329349300421	1450227	323940	323940		2099	22705
201502309349301125	126887	186470	186470		51	130
201522259349301787	19625	20523	20523		100879	150619
201501339349304870	34005	31189	31189		6	5
201500199349300005	72500	74029	74029		26816	61241
201512269349300821	149268	221729	221729		86	533
201521339349300142	320861	348213	348213		7	5
201500199349300200	292137	307575	307575		101	91
201500199349300410	27739	25076	25076		17	10
201522389349300012	700055	637055	637055		669	301
201511329349304156	1731	0	0		39201	56931
201500209349300010	810600	831882	831882		2	4
201532529349300713	15680	259292	259292		7185	5169
201500209349300020	28351	838791	838791		11171	35170
201501559349300805	1113398	1334415	1334415		3976	88
201530869349300728	6306862	8585239	8585239		27314	19709
201500209349300125	67190	48041	48041		131232	54809
201521349349307537	0	0	0		121975	124705
201502129349300135	462415	640253	640253		1641	30
201500209349300235	7205	1196	1196		8	8
201500209349300305	1416844	1396172	1396172		4596	5121
201532519349300653	1006026	836982	836982		100128	257046
201531349349308758	3200	3200	3200		34	0
201540859349300109	1025559	921171	921171		4911	6834
201512259349303566	10674	8520	8520		116867	168117
201530199349300163	348567	655439	655439		153446	136618
201530199349300303	627736	595950	595950		398	479
201530199349300408	4131602	5116398	5116398		224	-284
201541269349301209	221820	203084	203084		2864	7054
201530199349300463	37273	64147	64147		1629	542
201541039349300029	308670	213784	213784		44	23
201521349349306147	22457	16700	16700		12243	1500
201521349349308887	7593578	8798393	8798393		291412	379829
201511359349306031	161899	167532	167532		4	101
201500449349301230	8963727	12401096	12401096		141936	189243
201542099349300919	257947	312292	312292		282	267
201522299349302337	2342	750	750		640	569
201501349349304550	10100086	13114112	13114112		12081676	12325371
201511699349300956	98573	215767	215767		618	511
201532029349300763	1455	0			12972	18348
201532269349303438	316565	582324	582324		417	853
201530099349300008	30820	1875	1875		403	0
201530099349300148	13135	11558	11558		44	50
201531349349303253	780135	944573	944573		231532	877671
201541279349301324	3050	2998	2998		0	0
201512739349300646	38211	34176	34176		343	1224
201521349349304437	110278	100521	100521		46401	64982
201521429349300407	152507	117955	117955		2599	2638
201510229349300126	122762	96665	96665		40646	65526
201541329349301764	502788	235669	235669		10514	17501
201510949349300811	89715	92255	92255		0	162
201522249349301257	1221530	557608	557608		222	410
201520229349300032	158916	198141	198141		19	24
201541349349304244	0	0			24564	1108
201502269349300825	0	0			3192	259
201511339349305581	656897	599647	599647		395	-78
201541349349301849	104424	209162	209162		37981	5437
201500129349300910	8113809	8344296	8344296		2961260	3926041
201500169349301030	180000	3750000	3750000		154716	-348187
201510839349300036	384556	382129	382129		322	345
201501899349300130	172884	221169	221169		81	54
201502389349300020	126664	132604	132604		4	25
201530229349300703	386000	310592	310592		154848	161932
201540229349300909	1958792	1993086	1993086		-1533	54
201540229349301004	771	398	398		0	0
201540229349301014	3735349	3430665	3430665		81558	19365
201540229349301109	98418	385439	385439		162	151
201511889349300101	56995	103855	103855		77797	-23275
201540229349301154	135529	149196	149196		7310	5413
201530139349301438	92791	158729	158729		2	0
201541969349300049	35726	26018	26018		27	32
201530139349301518	97580	143324	143324		90	29
201541359349301339	24353	18571	18571		3159	38
201511409349300736	129122	116516	116516		293	243
201540099349300774	0	10000	10000		32639	23613
201540099349300819	3968	4039	4039		269	138
201500129349300320	71120	213861	213861		22977	18821
201510149349300436	0	0			31304	-9129
201500129349300410	103000	264482	264482		5	19
201500129349300505	111605	144780	144780		135719	302289
201501319349302430	12000621	12161570	12161570		21094	29851
201542229349301869	42973	133384	133384		17677	104
201500149349300725	20981123	22462135	22462135		77554	351519
201502099349301000	414498	257282	257282		66294	281807
201512259349303076	115733	162746	162746		8	10341
201511819349300526	33074	145763	145763		13013	14765
201520439349301207	542632	719240	719240		209	251
201501349349309030	0	0			94549	119480
201521829349300727	2144658	2217454	2217454		799	1004
201520199349300607	278988	504616	504616		366	1206
201542259349303469	250162	490010	490010		7629	15880
201521349349301122	648014	245650	245650		134	0
201541359349309399	39375178	44749713	44749713		-65721	2133
201500209349300805	140060	145000	145000		109	190
201532039349300608	57496	57300	57300		2	6
201531949349300403	35989930	33943688	33943688		800067	761839
201531349349301343	6314	24741	24741		1906	2501
201532239349301428	861352	779415	779415		132	-2305
201510209349300121	0	0			263320	184724
201501889349300005	507232	651239	651239		52540	17991
201532239349302163	148398	3798598	3798598		499	224
201510439349301546	77290	225347	225347		-788	512
201530439349302558	497582	362658	362658		0	0
201520139349300722	0	0			0	0
201541389349300204	305332	277082	277082		465	92
201520139349300922	6518738	4901360	4901360		19465	11151
201542109349300609	174882	189725	189725		862	844
201501319349300020	7600	7850	7850		1897	2189
201541339349304429	35917	37589	37589		68	150
201510119349300161	1526315	1778988	1778988		102	0
201521489349300537	53178	47013	47013		6941	10946
201520099349300447	2484060	2649761	2649761		-1012334	561
201520099349300602	39227	42695	42695		21367	50
201520099349300632	11522	12130	12130		186	209
201501359349301555	591239	585812	585812		559	514
201530139349300923	0	0			5	3
201500779349301005	35825	52429	52429		1458	667
201511559349300906	800	0			5	7
201541899349300414	483060	613300	613300		2	13
201520169349300317	0	0	0		143702	26736
201521559349300517	219813	235511	235511		5	6
201520169349300942	872352	753337	753337		2294	110
201530169349300203	0	0	0		6651	10768
201531349349305163	153769	136963	136963		110	75
201542459349300049	147510	326663	326663		1823	12363
201522459349300107	71820	21120	21120		67	55
201520199349300477	890299	61050	61050		72376	31607
201511349349303866	0	0			4882	36342
201541269349301339	1150269	1654547	1654547		161914	225841
201541129349300804	6673	9322	9322		3980	3420
201512109349300626	345710	362527	362527		375	314
201521359349302242	137100	95304	95304		0	0
201532229349301978	0	0	0		47358	53434
201521179349300342	30833788	31390378	31390378		4298610	103983
201500129349300815	2272161	2353108	2353108		1915	2098
201502269349303710	0	0			-7757	13084
201512299349304611	373829	299808	299808		1329089	22259
201512719349300641	169261	165644	165644		59616	48756
201500919349300035	0	0			34	36
201500149349301200	2009125	1267172	1267172		1162807	1290144
201500149349301210	2473089	2181863	2181863		48	29
201521919349300822	2017010	2215835	2215835		7221	1559
201542259349301299	705917	671389	671389		3590	2014
201500149349301300	2319287	2431131	2431131		72194	65246
201520099349301152	979601	1326920	1326920		-3981	1002
201532299349303293	165	165	165		10915	5612
201520139349301602	50850	88600	88600		570	408
201520139349301607	3410	73609	73609		38	14
201520139349301702	0	0			4612	3090
201542179349300719	0	0			0	-13014
201511349349305311	921205	825413	825413		1723	1042
201541469349300529	114523	112125	112125		37095	3631
201540999349301029	0	0			738	1360
201500869349300325	39799	62594	62594		1833	676
201531359349304323	16168	19471	19471		0	0
201502369349300645	304261	220397	220397		-5644	3603
201540709349300144	249303	273552	273552		754	566
201501339349300410	120320	121601	121601		9009	5572
201511349349304166	38323	150167	150167		34379	79789
201510209349301011	2595054	3620337	3620337		510945	500817
201510209349301016	89647	89511	89511		-878	-128
201520659349300212	169418	342820	342820		0	0
201541909349300204	12194	10037	10037		141132	73931
201521359349305702	0	561466	561466		0	0
201502729349300800	99035	82226	82226		7205	3022
201501359349308755	214283	406331	406331		16	29
201520989349300442	44470	38068	38068		75	57
201520209349300332	47595	48268	48268		643	428
201500219349300315	2183981	2116325	2116325		87	3300
201511349349306481	74187	70358	70358		2351	1739
201532299349303123	7910	9030	9030		10	12
201501389349300715	66030	77000	77000		308	402
201521559349300307	0	0	0		2141	2133
201512249349300541	504407	529870	529870		54	54
201501339349305715	470930	377774	377774		302	206
201532439349300413	129893	77195	77195		8694	6809
201511319349302981	3047399	1536856	1536856		37312	61761
201521329349304512	980972	1127449	1127449		10	0
201541879349300949	3004279	4228615	4228615		289	38
201531329349303378	119580	142508	142508		-1250	1689
201542019349300239	260754	240330	240330		32351	14659
201521879349300702	29330	13690	13690		-17505	6164
201531329349301333	68320	61910	61910		27	2952
201512749349300746	388343	482659	482659		26301	10111
201511349349305111	327957	560010	560010		262	308
201530689349300908	439638	289419	289419		511607	468695
201531779349300603	4346538	3586473	3586473		7736	2012
201501349349304805	453025	300006	300006		0	0
201520449349301342	609265	832651	832651		1148112	660689
201521329349302357	30354	36098	36098		568126	660567
201530099349300608	214343	235769	235769		6575	10648
201542269349302639	101278	272158	272158		354467	512470
201521699349300432	65277	31756	31756		498	-16578
201520109349300407	54462	209673	209673		131	58
201530099349300788	331283	329546	329546		2314	2332
201501469349300150	715440	903591	903591		15547	228
201530099349300813	370940	3520605	3520605		88023	65825
201531919349300008	54586	327071	327071		12287	4073
201530099349300843	2199424	2212432	2212432		-660	4500
201542229349301074	1067291	1035041	1035041		99	161
201541349349307279	31827	13886	13886		508	1096
201541499349300844	0	0			674181	736421
201532049349300743	884032	993225	993225		1526	-729
201520159349301317	1423519	1563061	1563061		0	0
201501359349302515	288783	111418	111418		100	105
201541919349300409	988044	975282	975282		560	484
201521819349300822	489800	296618	296618		24226	26643
201531399349300773	26895	16827	16827		210	32
201500129349300805	156615	77808	77808		0	0
201502179349301285	1601516	2296697	2296697		486	0
201530209349300868	303350	2306986	2306986		25853	56218
201530209349300903	157471	152584	152584		287	183
201501359349305965	7557	219307	219307		23	25050
201530209349300968	835687	1281510	1281510		867783	105440
201542379349300604	300489	247483	247483		470231	414629
201532249349301723	1665908	382562	382562		10010	32885
201531619349301008	21648	18892	18892		0	2
201541479349300614	156338	92870	92870		271	615
201511339349306151	0	0			1123	901
201531949349300913	626824	388187	388187		772	1013
201502409349300005	309007	301415	301415		2557	4466
201512249349301286	0	0			0	0
201511129349300431	108832	98850	98850		13231	9369
201542029349300909	0	0			-140861	-82645
201540349349300139	25906	28021	28021		1167	1434
201511319349301371	1404425	1457858	1457858		13137	23051
201542459349300149	12969	200458	200458		80	108
201511329349303976	15296	11974	11974		3397	6202
201542299349302919	212825	277675	277675		36	24
201532129349300723	0	19682	19682		4306	14896
201511669349301106	467125	154999	154999		0	0
201542119349300904	42272193	45286115	45286115		41201900	54030806
201542269349304089	306303	271893	271893		28	42
201520209349300312	0	0			1	0
201531289349300118	34706	0			0	0
201520209349300517	0	0			15744	11744
201521349349306032	666501	1724142	1724142		6562	8623
201532619349300608	249005	1236622	1236622		18	28
201532269349301738	917376	670403	670403		24	35
201531359349305083	116814	156804	156804		93594	70365
201522259349302127	434648	223944	223944		69	12
201500149349301455	356685	370587	370587		39162	17340
201502659349300215	41627	12540	12540		225	118
201500149349301475	389072	152117	152117		215312	191756
201500149349301510	207196	121441	121441		248	218
201521289349302352	149695	100614	100614		1	6
201542019349300549	622481	602021	602021		6935	6225
201540539349300004	483759	575022	575022		60	80
201532259349302518	38588	42745	42745		33	40
201540149349301149	383719	730905	730905		1714	1581
201540439349301779	91116	62173	62173		6931	11668
201531359349306138	0	0	0		20192	17684
201532389349300848	13827494	15293399	15293399		11302510	9100693
201520619349300312	346910	336318	336318		1704	1971
201540139349301109	10533757	12788549	12788549		967	344
201502259349303490	0	0			142	45
201520489349300147	222307	238187	238187		18291	16843
201521349349302637	45461	59091	59091		9	0
201520139349300407	0	0			692240	382404
201540409349301189	0	0			12	7
201520139349300542	92715	113010	113010		51	35
201532719349300228	62277	60576	60576		0	0
201541359349308134	107676	101764	101764		21	4
201501499349300815	99405	100325	100325		35	41
201502299349304060	0	0			491	802
201530909349300803	260003	431119	431119		191	159
201521339349305907	2051712	2572783	2572783		229	274
201521959349300312	353041	466134	466134		47	29
201531349349305023	0	0			0	0
201532239349301043	14357	74029	74029		6	3
201532029349300233	209308	650782	650782		1750	1336
201521819349301267	21984	22518	22518		11	15
201502269349302095	0	0			-8526	-31901
201521539349300237	0	0			1	0
201542189349301199	4657365	5259235	5259235		7874	9017
201541359349307119	0	0	0		0	0
201541339349303844	767632	1086937	1086937		5	5
201542409349300029	82300	82650	82650		45	37
201511199349301401	682635	1022883	1022883		2393	2829
201530209349300913	0	0			105868	116797
201532179349300313	241073	466505	466505		7426641	1609384
201511349349300611	42900	9985	9985		245	329
201511359349306126	75055	304988	304988		19291	44274
201541349349301769	0	0			268	-4182
201521359349309557	529486	500811	500811		18	14
201510219349300526	0	0			161	23
201520549349300752	0	0			157	173
201521359349300417	21677	35206	35206		696	470
201512299349302466	856501	631841	631841		240046	213195
201521339349302412	312074	330812	330812		47690	98065
201510209349300446	651428	723300	723300		21041	37418
201521819349301222	148779	178069	178069		6	4
201510209349300541	1705312	1624831	1624831		69	86
201510209349300546	606245	603043	603043		4561226	4762974
201501119349300715	62951	4637	4637		1456	2571
201531899349301208	0	65384	65384		100328	1
201530139349300233	248507	182008	182008		212	347
201542179349300129	62800	120616	120616		0	-935
201530139349300538	0	0			275545	223081
201512159349300221	6515	6832	6832		4	4
201521339349301582	3054577	3078759	3078759		1688562	1233747
201501359349300235	0	0			36603	42144
201510149349300506	0	0			737	604
201541479349300224	0	0			954	985
201531349349304343	8529055	2626599	2626599		3805823	2288123
201512109349300506	155353	131699	131699		23814	663
201511959349301651	0	0			-1482	124
201520109349300602	10227983	9999878	9999878		91135	13013
201501529349300020	0	0			0	0
201522249349301517	175997	147755	147755		133	80
201510269349300201	421327	455052	455052		2169	2350
201531289349302058	171555	165804	165804		3930	17366
201501339349300325	33743	31713	31713		10872	14096
201521919349301202	476299	477936	477936		7	12
201541339349303994	21416	19144	19144		124	128
201501339349301745	1891384	1084233	1084233		137080	92362
201540149349300524	110496	93603	93603		10	4
201540149349300544	218730	116459	116459		29954	61337
201531279349301123	0	0			413	428
201512739349300111	214174	129720	129720		-40738	0
201502309349300825	1226439	1547257	1547257		194	164
201521349349301257	6565	47470	47470		39	24
201521249349300337	4022	3264	3264		14468	35150
201502739349300800	0	0			3866637	8283584
201541349349301884	27122	0	0		173822	5782
201500209349300645	215574	198066	198066		987	3756
201500209349300820	10001	21896	21896		8767	6278
201520789349300402	45357	61671	61671		4993	0
201520139349301437	129490	563892	563892		669	168
201532039349301033	24	3100050	3100050		162404	753265
201540289349301014	9254018	10226715	10226715		170426	816703
201501329349301380	424457	330512	330512		0	3
201511329349303231	358692	533845	533845		22338	3067
201520289349300902	156700	162924	162924		125	75
201520289349301007	5495	276810	276810		7239	7807
201520289349301177	95685	36823	36823		30267	63176
201520209349301202	273889	299667	299667		26	34
201530289349300348	67034	79198	79198		1386	1366
201500279349300870	262396	195122	195122		20733	4346
201521539349300027	0	0	0		20	23
201542269349303019	0	0			146136	198571
201530359349301208	30651	26418	26418		4	554
201520239349300212	5756	4118	4118		44	102
201541349349307524	518128	590513	590513		991	554
201532299349301953	0	64100	64100		24	0
201520299349301302	122395	136879	136879		2509	3711
201532659349300613	521476	402891	402891		24	17
201540579349300434	346292	211277	211277		-2280	15
201540299349300119	120000	0			350855	804793
201520149349301402	263549	371679	371679		2435	3565
201512239349301416	50887	34512	34512		0	0
201521259349301477	884136	1909239	1909239		453	368
201522459349300042	7778960	3556256	3556256		-3565	0
201521339349304047	0	0			790	298
201500269349300530	5043148	4693357	4693357		82637	68702
201512119349301356	201099	59117	59117		-6649	1629
201531669349300233	0	0			218407	123988
201501339349302160	280596	255454	255454		328	1299
201512519349300291	82564	453816	453816		0	0
201521329349303612	127950	130517	130517		3	2
201501669349301255	12850	13240	13240		19013	13246
201502469349300005	52007	60583	60583		12487	13114
201500269349300660	560777	703699	703699		11	3
201521349349308847	121999	20787	20787		111	53
201541969349300944	2609384	2873542	2873542		172	-53136
201510299349300231	668	1130	1130		1664	12636
201510299349300301	166362	161319	161319		134	296
201530369349300243	84709	80149	80149		-3094	182
201510299349300431	3197861	3363888	3363888		2156	949
201522459349300137	1700133	2180900	2180900		3990	1701
201522109349301012	808347	0	0		6439	6280
201542249349302364	206539	105000	105000		0	0
201530299349300133	427998	466008	466008		538068	600258
201520799349300432	1530936	1798330	1798330		0	0
201540279349300914	421592	416131	416131		39	40
201521919349300637	602804	801024	801024		81	58
201521539349300222	1754281	1839953	1839953		82	0
201542239349301204	563130	471941	471941		2463220	324802
201531279349301108	0	0			24483	22146
201502299349301155	723668	554106	554106		2518	2187
201531349349307948	1936696	2208222	2208222		-3001	3675
201500269349301005	75165	115715	115715		12382	11955
201532269349303028	701856	647004	647004		380443	515572
201532299349301533	94555	91364	91364		10	189
201501059349300515	268000	35000	35000		664	1222
201542259349304024	575432	690195	690195		419	150
201530449349300928	132739759	169312084	169312084		2437167	3269994
201510759349300446	105151	11900	11900		21	-12226
201522519349300052	1447480	1803294	1803294		161	1
201522519349300277	1639611	2851805	2851805		5411	10178
201532529349300448	216639	203924	203924		82	63
201542259349302674	243782	877425	877425		812597	968568
201521919349300307	380975	560450	560450		64478	63177
201510239349300511	163891	84240	84240		43756	43558
201510239349300521	177971	91742	91742		4	3
201510239349300541	17153399	20091571	20091571		1359546	2411943
201512199349301191	1500	0	0		17029	69202
201510239349300616	2125795	2421807	2421807		0	47
201521359349303927	407706	425255	425255		72169	56106
201521319349300147	869190	905697	905697		4589	21433
201530499349300008	170736	346261	346261		0	0
201540269349300629	74903	109652	109652		2	1
201522689349300512	0	277903	277903		0	52
201522259349301812	1575307	55614	55614		4377774	4894030
201511689349300311	118829	284538	284538		71167	123584
201532519349300328	74989	65261	65261		4	5
201530479349300528	27730355	29642701	29642701		610230	236968
201540659349300219	192225	179666	179666		0	0
201531199349300028	822460	799290	799290		5260	7021
201512689349300341	33675	33500	33500		26748	30482
201540709349300124	0	0			1157	3091
201511769349301256	1564511	587599	587599		-408	332
201532529349300103	444033	604366	604366		6644	11693
201511909349300241	330820	344810	344810		122	192
201530299349300203	2411114	3440419	3440419		14268	13668
201530299349300238	220225	402355	402355		57	325
201521919349301252	321067	324031	324031		27	20
201510269349300241	9326	14180	14180		7	6
201540479349300709	692185	680270	680270		4814	34341
201532659349300238	2042	1917	1917		0	0
201510269349300326	1026384	951258	951258		8195	2392
201510269349300331	41000	48000	48000		1452	2848
201510729349300131	264234	224999	224999		182	-71899
201510379349301026	2694307	2350991	2350991		647	-862
201520429349300732	1045	25325	25325		585	91
201510239349300841	177500	33200	33200		64042	81276
201510239349300921	9982254	10075799	10075799		0	0
201532199349300613	0	0			0	0
201542259349303494	147370	51475	51475		49717	36559
201510249349300001	30907	27280	27280		1	16
201510239349300716	294525	297025	297025		1071	1695
201510299349300116	465830	545582	545582		149	9552
201511629349300786	2865407	3151822	3151822		5408	380
201501359349306350	224919	87300	87300		31622	64568
201540369349301409	1931609	3476353	3476353		6431	4715
201510299349300931	69788	61854	61854		424	191
201510299349300936	209339	369501	369501		334	-537
201521049349300112	9909988	7453446	7453446		1072003	386472
201501359349305855	684182	563759	563759		31	22
201521919349300912	215749	287758	287758		301	240
201541349349307744	1829081	1664866	1664866		32160	12430
201531359349301318	1075543	1239901	1239901		19092	18217
201532539349300403	106104	238856	238856		8	21
201520289349300907	4293938	4399542	4399542		0	-1900
201520289349300917	768120	660456	660456		0	0
201520289349301017	91188	136505	136505		2873	2042
201520289349301027	3593096	3477937	3477937		-1180	-1136
201521329349301542	0	13186	13186		95	36
201540359349301214	1943210	2457314	2457314		1921458	2904720
201502229349301730	224361	244056	244056		49	47
201511359349306581	300000	335740	335740		908	4043
201541499349300834	50460	500	500		-85	-412
201512309349300621	2275	520	520		128	910
201540279349300024	14465	2108	2108		297	69
201512409349300851	146009	67960	67960		377	306
201532059349300313	104718	64142	64142		58	17
201542189349300009	300	128977	128977		140558	20740
201502519349300080	49790	33582	33582		211	247
201541349349302204	0	0	0		0	0
201511829349300631	7319	6621	6621		97	130
201522059349301107	123769	167588	167588		1402	1058
201520979349300212	61000	1702152	1702152		0	0
201530719349300923	167631	185194	185194		4	3
201510279349300136	44786	3526	3526		2488	2186
201520269349300122	200	100	100		344	208
201521349349308762	808	250	250		867	641
201502189349300140	279423	340359	340359		4	8
201510299349300621	2467606	2750838	2750838		45	0
201510299349300626	852273	773249	773249		6164	8635
201510299349300736	430954	519936	519936		5648	4120
201502299349301405	57258	108120	108120		0	10
201510429349302026	18212	15725	15725		96	6
201511339349304131	204286	242336	242336		87	146
201530289349301023	948542	1398681	1398681		1607	52013
201542619349300214	126704	96279	96279		-3871	-753
201541969349301769	601624	889850	889850		2151	16300
201530289349301168	1105981	1172766	1172766		88	76
201511329349302221	541412	306412	306412		259104	393911
201530289349301253	856971	439663	439663		69486	99617
201531359349305408	0	0			62684	149719
201541629349300419	53622	63814	63814		8	1
201531359349305493	370228	381666	381666		98778	89966
201511359349300201	127772	225397	225397		0	0
201541329349304054	132561	571128	571128		7645	3269
201511339349300136	76448	80357	80357		303	330
201531349349300108	24	100	100		35	7
201511489349300621	258385	342241	342241		10	9
201541359349302524	23420	13601	13601		562	85
201510259349300151	29371	3644	3644		11	49504
201510299349301151	1496891	3846908	3846908		7408	2543
201512089349300431	678060	856109	856109		9079	17884
201510299349301206	11641	12101	12101		810	1478
201502159349301450	347273	152591	152591		148	102
201500289349300405	0	0			7805	7151
201501359349302930	800342	806217	806217		40	94
201521349349307952	62901225	58536455	58536455		125019	378374
201531359349307198	280937	261926	261926		112	359
201530289349300218	501997	494101	494101		187	108
201521339349303632	35413695	44294507	44294507		5514165	6941078
201500279349300120	16255296	12933357	12933357		22780	286749
